date,gtrends_volume,is_partial
2022-07-01,0,False
2022-07-02,0,False
2022-07-03,0,False
2022-07-04,0,False
2022-07-05,0,False
2022-07-06,0,False
2022-07-07,0,False
2022-07-08,0,False
2022-07-09,0,False
2022-07-10,0,False
2022-07-11,0,False
2022-07-12,0,False
2022-07-13,0,False
2022-07-14,0,False
2022-07-15,0,False
2022-07-16,0,False
2022-07-17,0,False
2022-07-18,0,False
2022-07-19,0,False
2022-07-20,0,False
2022-07-21,0,False
2022-07-22,0,False
2022-07-23,0,False
2022-07-24,0,False
2022-07-25,0,False
2022-07-26,0,False
2022-07-27,1,False
2022-07-28,2,False
2022-07-29,1,False
2022-07-30,2,False
2022-07-31,2,False
2022-08-01,2,False
2022-08-02,3,False
2022-08-03,7,False
2022-08-04,9,False
2022-08-05,4,False
2022-08-06,3,False
2022-08-07,4,False
2022-08-08,6,False
2022-08-09,6,False
2022-08-10,4,False
2022-08-11,5,False
2022-08-12,11,False
2022-08-13,31,False
2022-08-14,18,False
2022-08-15,57,False
2022-08-16,55,False
2022-08-17,34,False
2022-08-18,31,False
2022-08-19,38,False
2022-08-20,56,False
2022-08-21,44,False
2022-08-22,71,False
2022-08-23,88,False
2022-08-24,100,False
2022-08-25,89,False
2022-08-26,82,False
2022-08-27,50,False
2022-08-28,51,False
2022-08-29,69,False
2022-08-30,63,False
2022-08-31,68,False
2022-09-01,64,False
2022-09-02,43,False
2022-09-03,48,False
2022-09-04,35,False
2022-09-05,40,False
2022-09-06,48,False
2022-09-07,43,False
2022-09-08,51,False
2022-09-09,37,False
2022-09-10,21,False
2022-09-11,21,False
2022-09-12,38,False
2022-09-13,44,False
2022-09-14,47,False
2022-09-15,43,False
2022-09-16,32,False
2022-09-17,21,False
2022-09-18,19,False
2022-09-19,27,False
2022-09-20,27,False
2022-09-21,26,False
2022-09-22,25,False
2022-09-23,24,False
2022-09-24,22,False
2022-09-25,18,False
2022-09-26,27,False
2022-09-27,24,False
2022-09-28,25,False
2022-09-29,29,False
2022-09-30,21,False
2022-10-01,13,False
2022-10-02,12,False
2022-10-03,20,False
2022-10-04,23,False
2022-10-05,23,False
2022-10-06,24,False
2022-10-07,19,False
2022-10-08,13,False
2022-10-09,13,False
2022-10-10,18,False
2022-10-11,17,False
2022-10-12,17,False
2022-10-13,16,False
2022-10-14,13,False
2022-10-15,9,False
2022-10-16,8,False
2022-10-17,15,False
2022-10-18,16,False
2022-10-19,15,False
2022-10-20,15,False
2022-10-21,11,False
2022-10-22,8,False
2022-10-23,7,False
2022-10-24,12,False
2022-10-25,13,False
2022-10-26,15,False
2022-10-27,12,False
2022-10-28,10,False
2022-10-29,6,False
2022-10-30,7,False
2022-10-31,12,False
2022-11-01,14,False
2022-11-02,13,False
2022-11-03,13,False
2022-11-04,13,False
2022-11-05,6,False
2022-11-06,8,False
2022-11-07,11,False
2022-11-08,12,False
2022-11-09,11,False
2022-11-10,14,False
2022-11-11,9,False
2022-11-12,9,False
2022-11-13,7,False
2022-11-14,9,False
2022-11-15,12,False
2022-11-16,10,False
2022-11-17,8,False
2022-11-18,7,False
2022-11-19,6,False
2022-11-20,4,False
2022-11-21,7,False
2022-11-22,8,False
2022-11-23,7,False
2022-11-24,5,False
2022-11-25,6,False
2022-11-26,5,False
2022-11-27,5,False
2022-11-28,7,False
2022-11-29,9,False
2022-11-30,7,False
2022-12-01,7,False
2022-12-02,6,False
2022-12-03,4,False
2022-12-04,4,False
2022-12-05,6,False
2022-12-06,6,False
2022-12-07,7,False
2022-12-08,6,False
2022-12-09,5,False
2022-12-10,3,False
2022-12-11,4,False
2022-12-12,6,False
2022-12-13,5,False
2022-12-14,6,False
2022-12-15,6,False
2022-12-16,5,False
2022-12-17,5,False
2022-12-18,4,False
2022-12-19,6,False
2022-12-20,6,False
2022-12-21,5,False
2022-12-22,5,False
2022-12-23,4,False
2022-12-24,3,False
2022-12-25,4,False
2022-12-26,5,False
2022-12-27,5,False
2022-12-28,4,False
2022-12-29,5,False
2022-12-30,5,False
2022-12-31,8,False
2023-01-01,6,False
2023-01-02,11,False
2023-01-03,9,False
2023-01-04,11,False
2023-01-05,9,False
2023-01-06,7,False
2023-01-07,5,False
2023-01-08,6,False
2023-01-09,12,False
2023-01-10,8,False
2023-01-11,7,False
2023-01-12,7,False
2023-01-13,7,False
2023-01-14,5,False
2023-01-15,4,False
2023-01-16,6,False
2023-01-17,8,False
2023-01-18,29,False
2023-01-19,8,False
2023-01-20,7,False
2023-01-21,4,False
2023-01-22,5,False
2023-01-23,6,False
2023-01-24,7,False
2023-01-25,6,False
2023-01-26,8,False
2023-01-27,7,False
2023-01-28,4,False
2023-01-29,4,False
2023-01-30,8,False
2023-01-31,7,False
2023-02-01,6,False
2023-02-02,7,False
2023-02-03,6,False
2023-02-04,4,False
2023-02-05,4,False
2023-02-06,8,False
2023-02-07,9,False
2023-02-08,7,False
2023-02-09,9,False
2023-02-10,7,False
2023-02-11,6,False
2023-02-12,11,False
2023-02-13,20,False
2023-02-14,10,False
2023-02-15,8,False
2023-02-16,9,False
2023-02-17,8,False
2023-02-18,8,False
2023-02-19,8,False
2023-02-20,9,False
2023-02-21,9,False
2023-02-22,9,False
2023-02-23,8,False
2023-02-24,9,False
2023-02-25,9,False
2023-02-26,10,False
2023-02-27,15,False
2023-02-28,12,False
