date,gtrends_volume,is_partial
2023-03-23,0,False
2023-03-24,100,False
2023-03-25,77,False
2023-03-26,63,False
2023-03-27,38,False
2023-03-28,25,False
2023-03-29,29,False
2023-03-30,17,False
2023-03-31,18,False
2023-04-01,0,False
2023-04-02,0,False
2023-04-03,0,False
2023-04-04,0,False
2023-04-05,0,False
2023-04-06,0,False
2023-04-07,0,False
2023-04-08,0,False
2023-04-09,0,False
2023-04-10,0,False
2023-04-11,0,False
2023-04-12,0,False
2023-04-13,0,False
2023-04-14,0,False
2023-04-15,0,False
2023-04-16,0,False
2023-04-17,0,False
2023-04-18,0,False
2023-04-19,0,False
2023-04-20,0,False
2023-04-21,0,False
2023-04-22,0,False
2023-04-23,0,False
2023-04-24,0,False
2023-04-25,0,False
2023-04-26,0,False
2023-04-27,0,False
2023-04-28,0,False
2023-04-29,0,False
2023-04-30,0,False
2023-05-01,0,False
2023-05-02,0,False
2023-05-03,0,False
2023-05-04,0,False
2023-05-05,0,False
2023-05-06,0,False
2023-05-07,0,False
2023-05-08,0,False
2023-05-09,0,False
2023-05-10,0,False
2023-05-11,0,False
2023-05-12,0,False
2023-05-13,0,False
2023-05-14,0,False
2023-05-15,0,False
2023-05-16,0,False
2023-05-17,0,False
2023-05-18,0,False
2023-05-19,0,False
2023-05-20,0,False
2023-05-21,0,False
2023-05-22,0,False
2023-05-23,0,False
2023-05-24,0,False
2023-05-25,0,False
2023-05-26,0,False
2023-05-27,0,False
2023-05-28,0,False
2023-05-29,0,False
2023-05-30,0,False
2023-05-31,0,False
