date,gtrends_volume,is_partial
2022-05-01,69,False
2022-05-02,57,False
2022-05-03,65,False
2022-05-04,60,False
2022-05-05,66,False
2022-05-06,64,False
2022-05-07,65,False
2022-05-08,67,False
2022-05-09,60,False
2022-05-10,66,False
2022-05-11,71,False
2022-05-12,75,False
2022-05-13,71,False
2022-05-14,79,False
2022-05-15,87,False
2022-05-16,67,False
2022-05-17,65,False
2022-05-18,62,False
2022-05-19,64,False
2022-05-20,58,False
2022-05-21,63,False
2022-05-22,71,False
2022-05-23,59,False
2022-05-24,57,False
2022-05-25,51,False
2022-05-26,55,False
2022-05-27,59,False
2022-05-28,57,False
2022-05-29,58,False
2022-05-30,50,False
2022-05-31,49,False
2022-06-01,45,False
2022-06-02,58,False
2022-06-03,51,False
2022-06-04,52,False
2022-06-05,52,False
2022-06-06,41,False
2022-06-07,45,False
2022-06-08,41,False
2022-06-09,41,False
2022-06-10,51,False
2022-06-11,64,False
2022-06-12,75,False
2022-06-13,67,False
2022-06-14,74,False
2022-06-15,66,False
2022-06-16,68,False
2022-06-17,64,False
2022-06-18,66,False
2022-06-19,68,False
2022-06-20,56,False
2022-06-21,57,False
2022-06-22,53,False
2022-06-23,57,False
2022-06-24,58,False
2022-06-25,70,False
2022-06-26,71,False
2022-06-27,55,False
2022-06-28,54,False
2022-06-29,57,False
2022-06-30,60,False
2022-07-01,72,False
2022-07-02,87,False
2022-07-03,100,False
2022-07-04,72,False
2022-07-05,73,False
2022-07-06,70,False
2022-07-07,66,False
2022-07-08,72,False
2022-07-09,80,False
2022-07-10,87,False
2022-07-11,67,False
2022-07-12,65,False
2022-07-13,75,False
2022-07-14,66,False
2022-07-15,67,False
2022-07-16,81,False
2022-07-17,85,False
2022-07-18,58,False
2022-07-19,58,False
2022-07-20,59,False
2022-07-21,59,False
2022-07-22,53,False
2022-07-23,67,False
2022-07-24,72,False
2022-07-25,51,False
2022-07-26,45,False
2022-07-27,50,False
2022-07-28,50,False
2022-07-29,51,False
2022-07-30,56,False
2022-07-31,70,False
2022-08-01,43,False
2022-08-02,42,False
2022-08-03,43,False
2022-08-04,44,False
2022-08-05,45,False
2022-08-06,45,False
2022-08-07,49,False
2022-08-08,36,False
2022-08-09,42,False
2022-08-10,36,False
2022-08-11,38,False
2022-08-12,36,False
2022-08-13,43,False
2022-08-14,46,False
2022-08-15,41,False
2022-08-16,32,False
2022-08-17,31,False
2022-08-18,29,False
2022-08-19,36,False
2022-08-20,40,False
2022-08-21,47,False
2022-08-22,29,False
2022-08-23,29,False
2022-08-24,31,False
2022-08-25,29,False
2022-08-26,29,False
2022-08-27,40,False
2022-08-28,38,False
2022-08-29,29,False
2022-08-30,30,False
2022-08-31,31,False
2022-09-01,30,False
2022-09-02,31,False
2022-09-03,35,False
2022-09-04,41,False
2022-09-05,38,False
2022-09-06,26,False
2022-09-07,27,False
2022-09-08,24,False
2022-09-09,29,False
2022-09-10,33,False
2022-09-11,33,False
2022-09-12,23,False
2022-09-13,25,False
2022-09-14,24,False
2022-09-15,24,False
2022-09-16,27,False
2022-09-17,28,False
2022-09-18,30,False
2022-09-19,20,False
2022-09-20,23,False
2022-09-21,22,False
2022-09-22,20,False
2022-09-23,21,False
2022-09-24,25,False
2022-09-25,26,False
2022-09-26,18,False
2022-09-27,20,False
2022-09-28,19,False
2022-09-29,22,False
2022-09-30,21,False
2022-10-01,27,False
2022-10-02,26,False
2022-10-03,24,False
2022-10-04,22,False
2022-10-05,24,False
2022-10-06,19,False
2022-10-07,20,False
2022-10-08,21,False
2022-10-09,24,False
2022-10-10,18,False
2022-10-11,15,False
2022-10-12,14,False
2022-10-13,13,False
2022-10-14,16,False
2022-10-15,19,False
2022-10-16,23,False
2022-10-17,14,False
2022-10-18,12,False
2022-10-19,15,False
2022-10-20,15,False
2022-10-21,18,False
2022-10-22,17,False
2022-10-23,18,False
2022-10-24,19,False
2022-10-25,22,False
2022-10-26,20,False
2022-10-27,17,False
2022-10-28,17,False
2022-10-29,21,False
2022-10-30,16,False
2022-10-31,14,False
