date,gtrends_volume,is_partial
2022-02-20,4,False
2022-02-21,4,False
2022-02-22,8,False
2022-02-23,6,False
2022-02-24,100,False
2022-02-25,76,False
2022-02-26,61,False
2022-02-27,58,False
2022-02-28,48,False
2022-03-01,43,False
2022-03-02,39,False
2022-03-03,34,False
2022-03-04,32,False
2022-03-05,29,False
2022-03-06,27,False
2022-03-07,25,False
2022-03-08,23,False
2022-03-09,21,False
2022-03-10,20,False
2022-03-11,18,False
2022-03-12,18,False
2022-03-13,18,False
2022-03-14,17,False
2022-03-15,14,False
2022-03-16,15,False
2022-03-17,14,False
2022-03-18,13,False
2022-03-19,13,False
2022-03-20,14,False
2022-03-21,14,False
2022-03-22,13,False
2022-03-23,13,False
2022-03-24,14,False
2022-03-25,13,False
2022-03-26,13,False
2022-03-27,13,False
2022-03-28,11,False
2022-03-29,11,False
2022-03-30,9,False
2022-03-31,9,False
2022-04-01,9,False
2022-04-02,9,False
2022-04-03,11,False
2022-04-04,10,False
2022-04-05,10,False
2022-04-06,9,False
2022-04-07,9,False
2022-04-08,9,False
2022-04-09,8,False
2022-04-10,8,False
2022-04-11,9,False
2022-04-12,8,False
2022-04-13,8,False
2022-04-14,8,False
2022-04-15,9,False
2022-04-16,10,False
2022-04-17,10,False
2022-04-18,9,False
2022-04-19,9,False
2022-04-20,8,False
2022-04-21,8,False
2022-04-22,8,False
2022-04-23,7,False
2022-04-24,7,False
2022-04-25,8,False
2022-04-26,8,False
2022-04-27,8,False
2022-04-28,8,False
2022-04-29,7,False
2022-04-30,8,False
2022-05-01,8,False
2022-05-02,7,False
2022-05-03,8,False
2022-05-04,8,False
2022-05-05,7,False
2022-05-06,7,False
2022-05-07,7,False
2022-05-08,8,False
2022-05-09,8,False
2022-05-10,8,False
2022-05-11,7,False
2022-05-12,6,False
2022-05-13,6,False
2022-05-14,6,False
2022-05-15,7,False
2022-05-16,8,False
2022-05-17,8,False
2022-05-18,7,False
2022-05-19,6,False
2022-05-20,6,False
2022-05-21,6,False
2022-05-22,6,False
2022-05-23,6,False
2022-05-24,6,False
2022-05-25,6,False
2022-05-26,6,False
2022-05-27,6,False
2022-05-28,7,False
2022-05-29,7,False
2022-05-30,6,False
2022-05-31,6,False
2022-06-01,6,False
2022-06-02,6,False
2022-06-03,6,False
2022-06-04,6,False
2022-06-05,8,False
2022-06-06,6,False
2022-06-07,5,False
2022-06-08,5,False
2022-06-09,5,False
2022-06-10,5,False
2022-06-11,5,False
2022-06-12,6,False
2022-06-13,5,False
2022-06-14,5,False
2022-06-15,5,False
2022-06-16,5,False
2022-06-17,5,False
2022-06-18,4,False
2022-06-19,5,False
2022-06-20,5,False
2022-06-21,5,False
2022-06-22,5,False
2022-06-23,5,False
2022-06-24,5,False
2022-06-25,6,False
2022-06-26,6,False
2022-06-27,5,False
2022-06-28,4,False
2022-06-29,4,False
2022-06-30,4,False
