date,gtrends_volume,is_partial
2020-12-27,0,False
2021-01-03,0,False
2021-01-10,0,False
2021-01-17,1,False
2021-01-24,1,False
2021-01-31,1,False
2021-02-07,1,False
2021-02-14,3,False
2021-02-21,6,False
2021-02-28,13,False
2021-03-07,21,False
2021-03-14,22,False
2021-03-21,21,False
2021-03-28,19,False
2021-04-04,16,False
2021-04-11,15,False
2021-04-18,13,False
2021-04-25,19,False
2021-05-02,14,False
2021-05-09,12,False
2021-05-16,10,False
2021-05-23,11,False
2021-05-30,8,False
2021-06-06,7,False
2021-06-13,7,False
2021-06-20,7,False
2021-06-27,6,False
2021-07-04,6,False
2021-07-11,7,False
2021-07-18,7,False
2021-07-25,8,False
2021-08-01,9,False
2021-08-08,12,False
2021-08-15,12,False
2021-08-22,22,False
2021-08-29,27,False
2021-09-05,22,False
2021-09-12,20,False
2021-09-19,18,False
2021-09-26,18,False
2021-10-03,21,False
2021-10-10,25,False
2021-10-17,26,False
2021-10-24,29,False
2021-10-31,39,False
2021-11-07,43,False
2021-11-14,43,False
2021-11-21,40,False
2021-11-28,49,False
2021-12-05,49,False
2021-12-12,62,False
2021-12-19,60,False
2021-12-26,55,False
2022-01-02,84,False
2022-01-09,86,False
2022-01-16,100,False
2022-01-23,97,False
2022-01-30,93,False
2022-02-06,75,False
2022-02-13,67,False
2022-02-20,55,False
2022-02-27,46,False
2022-03-06,38,False
2022-03-13,42,False
2022-03-20,39,False
2022-03-27,41,False
2022-04-03,42,False
2022-04-10,43,False
2022-04-17,39,False
2022-04-24,38,False
2022-05-01,36,False
2022-05-08,34,False
2022-05-15,30,False
2022-05-22,28,False
2022-05-29,24,False
2022-06-05,23,False
2022-06-12,24,False
2022-06-19,21,False
2022-06-26,19,False
2022-07-03,18,False
2022-07-10,18,False
2022-07-17,17,False
2022-07-24,16,False
2022-07-31,16,False
2022-08-07,15,False
2022-08-14,15,False
2022-08-21,14,False
2022-08-28,15,False
2022-09-04,14,False
2022-09-11,13,False
2022-09-18,13,False
2022-09-25,13,False
2022-10-02,12,False
2022-10-09,13,False
2022-10-16,13,False
2022-10-23,12,False
2022-10-30,12,False
2022-11-06,11,False
2022-11-13,12,False
2022-11-20,11,False
2022-11-27,10,False
2022-12-04,10,False
2022-12-11,20,False
2022-12-18,15,False
2022-12-25,11,False
