date,gtrends_volume,is_partial
2020-10-15,7,False
2020-10-16,6,False
2020-10-17,10,False
2020-10-18,11,False
2020-10-19,8,False
2020-10-20,9,False
2020-10-21,9,False
2020-10-22,42,False
2020-10-23,100,False
2020-10-24,63,False
2020-10-25,49,False
2020-10-26,38,False
2020-10-27,35,False
2020-10-28,30,False
2020-10-29,25,False
2020-10-30,25,False
2020-10-31,21,False
2020-11-01,20,False
2020-11-02,18,False
2020-11-03,14,False
2020-11-04,14,False
2020-11-05,14,False
2020-11-06,14,False
2020-11-07,16,False
2020-11-08,14,False
2020-11-09,11,False
2020-11-10,8,False
2020-11-11,12,False
2020-11-12,11,False
2020-11-13,10,False
2020-11-14,11,False
2020-11-15,11,False
2020-11-16,11,False
2020-11-17,11,False
2020-11-18,11,False
2020-11-19,12,False
2020-11-20,10,False
2020-11-21,13,False
2020-11-22,12,False
2020-11-23,8,False
2020-11-24,8,False
2020-11-25,8,False
2020-11-26,10,False
2020-11-27,8,False
2020-11-28,9,False
2020-11-29,9,False
2020-11-30,8,False
2020-12-01,7,False
2020-12-02,6,False
2020-12-03,8,False
2020-12-04,7,False
2020-12-05,8,False
2020-12-06,7,False
2020-12-07,6,False
2020-12-08,6,False
2020-12-09,5,False
2020-12-10,7,False
2020-12-11,7,False
2020-12-12,8,False
2020-12-13,7,False
2020-12-14,5,False
2020-12-15,5,False
2020-12-16,5,False
2020-12-17,5,False
2020-12-18,4,False
2020-12-19,5,False
2020-12-20,6,False
2020-12-21,4,False
2020-12-22,4,False
2020-12-23,5,False
2020-12-24,5,False
2020-12-25,4,False
2020-12-26,5,False
2020-12-27,6,False
2020-12-28,3,False
2020-12-29,4,False
2020-12-30,4,False
2020-12-31,4,False
2021-01-01,4,False
2021-01-02,6,False
2021-01-03,6,False
2021-01-04,4,False
2021-01-05,4,False
2021-01-06,5,False
2021-01-07,4,False
2021-01-08,4,False
2021-01-09,3,False
2021-01-10,4,False
2021-01-11,4,False
2021-01-12,4,False
2021-01-13,3,False
2021-01-14,4,False
2021-01-15,3,False
