date,gtrends_volume,is_partial
2020-09-27,6,False
2020-10-04,6,False
2020-10-11,7,False
2020-10-18,11,False
2020-10-25,12,False
2020-11-01,14,False
2020-11-08,14,False
2020-11-15,22,False
2020-11-22,23,False
2020-11-29,21,False
2020-12-06,17,False
2020-12-13,28,False
2020-12-20,30,False
2020-12-27,46,False
2021-01-03,75,False
2021-01-10,80,False
2021-01-17,50,False
2021-01-24,45,False
2021-01-31,39,False
2021-02-07,67,False
2021-02-14,65,False
2021-02-21,74,False
2021-02-28,51,False
2021-03-07,49,False
2021-03-14,47,False
2021-03-21,41,False
2021-03-28,38,False
2021-04-04,34,False
2021-04-11,44,False
2021-04-18,60,False
2021-04-25,45,False
2021-05-02,37,False
2021-05-09,53,False
2021-05-16,100,False
2021-05-23,71,False
2021-05-30,51,False
2021-06-06,47,False
2021-06-13,37,False
2021-06-20,47,False
2021-06-27,32,False
2021-07-04,26,False
2021-07-11,25,False
2021-07-18,30,False
2021-07-25,35,False
2021-08-01,29,False
2021-08-08,33,False
2021-08-15,28,False
2021-08-22,27,False
2021-08-29,24,False
2021-09-05,31,False
2021-09-12,24,False
2021-09-19,31,False
2021-09-26,24,False
2021-10-03,29,False
2021-10-10,33,False
2021-10-17,43,False
2021-10-24,35,False
2021-10-31,28,False
2021-11-07,33,False
2021-11-14,35,False
2021-11-21,33,False
2021-11-28,35,False
2021-12-05,40,False
2021-12-12,34,False
2021-12-19,30,False
2021-12-26,29,False
2022-01-02,35,False
2022-01-09,34,False
2022-01-16,38,False
2022-01-23,50,False
2022-01-30,37,False
2022-02-06,33,False
2022-02-13,28,False
2022-02-20,37,False
2022-02-27,33,False
2022-03-06,27,False
2022-03-13,23,False
2022-03-20,21,False
2022-03-27,23,False
2022-04-03,19,False
2022-04-10,20,False
2022-04-17,18,False
2022-04-24,19,False
2022-05-01,20,False
2022-05-08,55,False
2022-05-15,37,False
2022-05-22,28,False
2022-05-29,25,False
2022-06-05,22,False
2022-06-12,77,False
2022-06-19,57,False
2022-06-26,42,False
